PDB	resi_min	resi_max	resi_span	resi_count	domainStart	domainStop	domainFrac	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	note	evidence
1R1P	50	561	512	105	58	149	0.8761904761904762	O89100	reviewed	GRAP2_MOUSE	GRB2-related adaptor protein 2 (Adapter protein GRID) (GADS protein) (GRB-2-like protein) (GRB2L) (GRB-2-related monocytic adapter protein) (MONA) (Monocytic adapter) (GRBLG) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adaptor protein GrpL)	Grap2 Gads Grb2l Grid Mona	Mus musculus (Mouse)	322	O89100;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1R1Q	50	561	512	105	58	149	0.8761904761904762	O89100	reviewed	GRAP2_MOUSE	GRB2-related adaptor protein 2 (Adapter protein GRID) (GADS protein) (GRB-2-like protein) (GRB2L) (GRB-2-related monocytic adapter protein) (MONA) (Monocytic adapter) (GRBLG) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adaptor protein GrpL)	Grap2 Gads Grb2l Grid Mona	Mus musculus (Mouse)	322	O89100;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1R1S	50	561	512	105	58	149	0.8761904761904762	O89100	reviewed	GRAP2_MOUSE	GRB2-related adaptor protein 2 (Adapter protein GRID) (GADS protein) (GRB-2-like protein) (GRB2L) (GRB-2-related monocytic adapter protein) (MONA) (Monocytic adapter) (GRBLG) (Growth factor receptor-binding protein) (Hematopoietic cell-associated adaptor protein GrpL)	Grap2 Gads Grb2l Grid Mona	Mus musculus (Mouse)	322	O89100;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1D4W	1	286	286	113	6	104	0.8761061946902655	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128	O60880;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2DX0	520	638	119	119	532	635	0.8739495798319328	Q8CIH5	reviewed	PLCG2_MOUSE	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-2) (Phospholipase C-gamma-2) (PLC-gamma-2)	Plcg2	Mus musculus (Mouse)	1265	Q8CIH5;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
7RNV	52	769	718	109	673	767	0.8715596330275229	P52735	reviewed	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 (VAV-2)	VAV2	Homo sapiens (Human)	878	P52735;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
3MXY	52	687	636	107	60	152	0.8691588785046729	P62993	reviewed	GRB2_HUMAN	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217	P62993;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1JU5	12	229	218	122	13	118	0.8688524590163934	P46108	reviewed	CRK_HUMAN	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	Homo sapiens (Human)	304	P46108;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1JU5	12	229	218	122	13	118	0.8688524590163934	Q64010	reviewed	CRK_MOUSE	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	Crk Crko	Mus musculus (Mouse)	304	Q64010;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1KA6	1	282	282	114	6	104	0.868421052631579	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128	O60880;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5W3R	515	628	114	114	527	625	0.868421052631579	Q9NRF2	reviewed	SH2B1_HUMAN	SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B)	SH2B1 KIAA1299 SH2B	Homo sapiens (Human)	756	Q9NRF2;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6WAX	340	444	105	105	351	441	0.8666666666666667	P20936	reviewed	RASA1_HUMAN	Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP)	RASA1 GAP RASA	Homo sapiens (Human)	1047	P20936;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
1I3Z	1	286	286	112	5	101	0.8660714285714286	O35324	reviewed	SH21B_MOUSE	SH2 domain-containing protein 1B (EWS/FLI1-activated transcript 2) (EAT-2)	Sh2d1b Eat2 Eat2a Sh2d1b1	Mus musculus (Mouse)	132	O35324;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4ROJ	331	769	439	110	673	767	0.8636363636363636	P52735	reviewed	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 (VAV-2)	VAV2	Homo sapiens (Human)	878	P52735;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1D4T	1	286	286	115	6	104	0.8608695652173913	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128	O60880;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2QMS	420	532	113	113	431	527	0.8584070796460177	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2EYV	2	125	124	124	13	118	0.8548387096774194	P46108	reviewed	CRK_HUMAN	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	Homo sapiens (Human)	304	P46108;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2HDX	520	818	299	116	527	625	0.853448275862069	Q91ZM2	reviewed	SH2B1_MOUSE	SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B) (SH2-B PH domain-containing signaling mediator 1)	Sh2b1 Sh2bpsm1	Mus musculus (Mouse)	756	Q91ZM2;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
7MP3	1	528	528	114	431	527	0.8508771929824561	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6KC4	1	552	552	107	460	550	0.8504672897196262	P16591	reviewed	FER_HUMAN	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)	FER TYK3	Homo sapiens (Human)	822	P16591;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4K44	661	765	105	105	668	756	0.8476190476190476	P10686	reviewed	PLCG1_RAT	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-gamma-1) (PLC-gamma-1)	Plcg1	Rattus norvegicus (Rat)	1290	P10686;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
7R8W	6	437	432	117	336	434	0.8461538461538461	O09039	reviewed	SH2B3_MOUSE	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	Sh2b3 Lnk	Mus musculus (Mouse)	548	O09039;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4P9Z	4	162	159	110	60	152	0.8454545454545455	P62993	reviewed	GRB2_HUMAN	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217	P62993;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6SM5	3	117	115	115	4	100	0.8434782608695652	P29350	reviewed	PTN6_HUMAN	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595	P29350;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
5EEQ	1	528	528	115	431	527	0.8434782608695652	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5TYI	1	530	530	115	431	527	0.8434782608695652	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5GJI	189	430	242	114	333	428	0.8421052631578947	P27986	reviewed	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724	P27986;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
2CI9	276	481	206	113	282	376	0.8407079646017699	P16333	reviewed	NCK1_HUMAN	Cytoplasmic protein NCK1 (NCK adaptor protein 1) (Nck-1) (SH2/SH3 adaptor protein NCK-alpha)	NCK1 NCK	Homo sapiens (Human)	377	P16333;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5AUL	190	720	531	113	624	718	0.8407079646017699	P27986	reviewed	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724	P27986;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
2LNX	659	771	113	113	673	767	0.8407079646017699	P52735	reviewed	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 (VAV-2)	VAV2	Homo sapiens (Human)	878	P52735;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
7R8X	328	460	133	118	336	434	0.8389830508474576	O09039	reviewed	SH2B3_MOUSE	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	Sh2b3 Lnk	Mus musculus (Mouse)	548	O09039;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4X6S	1	529	529	116	431	527	0.8362068965517241	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5U1Q	1	529	529	116	431	527	0.8362068965517241	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1KA7	1	286	286	119	6	104	0.8319327731092437	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128	O60880;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1CSY	1	112	112	112	15	107	0.8303571428571429	P43405	reviewed	KSYK_HUMAN	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	Homo sapiens (Human)	635	P43405;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
1CSZ	1	112	112	112	15	107	0.8303571428571429	P43405	reviewed	KSYK_HUMAN	Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase) (p72-Syk)	SYK	Homo sapiens (Human)	635	P43405;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
3PQZ	1	529	529	117	431	527	0.8290598290598291	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5U06	1	532	532	117	431	527	0.8290598290598291	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5TQ1	659	787	129	108	668	756	0.8240740740740741	P08487	reviewed	PLCG1_BOVIN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)	PLCG1	Bos taurus (Bovine)	1291	P08487;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
5TQS	659	786	128	108	668	756	0.8240740740740741	P08487	reviewed	PLCG1_BOVIN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)	PLCG1	Bos taurus (Bovine)	1291	P08487;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
1X6C	1	118	118	118	4	100	0.8220338983050848	P29350	reviewed	PTN6_HUMAN	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595	P29350;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
2RMX	1	118	118	118	4	100	0.8220338983050848	P29350	reviewed	PTN6_HUMAN	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595	P29350;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
2YU7	1	118	118	118	4	100	0.8220338983050848	P29350	reviewed	PTN6_HUMAN	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1)	PTPN6 HCP PTP1C	Homo sapiens (Human)	595	P29350;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
7CIO	189	720	532	116	624	718	0.8189655172413793	P27986	reviewed	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724	P27986;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
4K45	662	787	126	109	668	756	0.8165137614678899	P10686	reviewed	PLCG1_RAT	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-gamma-1) (PLC-gamma-1)	Plcg1	Rattus norvegicus (Rat)	1290	P10686;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
4WWQ	414	532	119	119	431	527	0.8151260504201681	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5D0J	1	531	531	119	431	527	0.8151260504201681	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5EEL	1	532	532	119	431	527	0.8151260504201681	Q14451	reviewed	GRB7_HUMAN	Growth factor receptor-bound protein 7 (B47) (Epidermal growth factor receptor GRB-7) (GRB7 adapter protein)	GRB7	Homo sapiens (Human)	532	Q14451;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2YSX	1	119	119	119	5	101	0.8151260504201681	Q92835	reviewed	SHIP1_HUMAN	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship) (hp51CN)	INPP5D SHIP SHIP1	Homo sapiens (Human)	1189	Q92835;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6R5G	-4	220	225	129	112	216	0.813953488372093	Q06124	reviewed	PTN11_HUMAN	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	593	Q06124;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
7RNU	50	431	382	118	330	425	0.8135593220338984	O00459	reviewed	P85B_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta)	PIK3R2	Homo sapiens (Human)	728	O00459;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
7RNS	50	434	385	118	333	428	0.8135593220338984	P27986	reviewed	P85A_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)	PIK3R1 GRB1	Homo sapiens (Human)	724	P27986;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
6WAY	339	1093	755	113	351	441	0.8053097345132744	P20936	reviewed	RASA1_HUMAN	Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP)	RASA1 GAP RASA	Homo sapiens (Human)	1047	P20936;	SH2 2	ECO:0000255|PROSITE-ProRule:PRU00191
2LCT	338	767	430	118	671	765	0.8050847457627118	P15498	reviewed	VAV_HUMAN	Proto-oncogene vav	VAV1 VAV	Homo sapiens (Human)	845	P15498;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2EO3	1	111	111	111	14	102	0.8018018018018018	P46109	reviewed	CRKL_HUMAN	Crk-like protein	CRKL	Homo sapiens (Human)	303	P46109;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
3N84	2	163	162	116	60	152	0.8017241379310345	P62993	reviewed	GRB2_HUMAN	Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2)	GRB2 ASH	Homo sapiens (Human)	217	P62993;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6PXC	174	1111	938	115	181	272	0.8	P20936	reviewed	RASA1_HUMAN	Ras GTPase-activating protein 1 (GAP) (GTPase-activating protein) (RasGAP) (Ras p21 protein activator) (p120GAP)	RASA1 GAP RASA	Homo sapiens (Human)	1047	P20936;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
2MC1	338	767	430	119	671	765	0.7983193277310925	P15498	reviewed	VAV_HUMAN	Proto-oncogene vav	VAV1 VAV	Homo sapiens (Human)	845	P15498;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2LNW	659	1412	754	121	673	767	0.7851239669421488	P52735	reviewed	VAV2_HUMAN	Guanine nucleotide exchange factor VAV2 (VAV-2)	VAV2	Homo sapiens (Human)	878	P52735;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2VIF	-1	574	576	139	384	491	0.7769784172661871	O14544	reviewed	SOCS6_HUMAN	Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4)	SOCS6 CIS4 SOCS4	Homo sapiens (Human)	535	O14544;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2HMH	29	763	735	129	46	142	0.751937984496124	O35718	reviewed	SOCS3_MOUSE	Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (Protein EF-10)	Socs3 Cis3 Cish3	Mus musculus (Mouse)	225	O35718;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6R5G	-4	220	225	129	6	102	0.751937984496124	Q06124	reviewed	PTN11_HUMAN	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	593	Q06124;	SH2 1	ECO:0000255|PROSITE-ProRule:PRU00191
2RSY	75	321	247	136	82	171	0.6617647058823529	P32577	reviewed	CSK_RAT	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase)	Csk	Rattus norvegicus (Rat)	450	P32577;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4M4Z	36	193	158	152	94	191	0.6447368421052632	Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261	Q9H6Q3;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1M27	1	286	286	155	6	104	0.6387096774193548	O60880	reviewed	SH21A_HUMAN	SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP)	SH2D1A DSHP SAP	Homo sapiens (Human)	128	O60880;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2MS4	1	224	224	174	13	118	0.6091954022988506	P46108	reviewed	CRK_HUMAN	Adapter molecule crk (Proto-oncogene c-Crk) (p38)	CRK	Homo sapiens (Human)	304	P46108;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
4D8K	64	226	163	163	127	224	0.6012269938650306	P06239	reviewed	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	509	P06239;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
3NHN	83	246	164	163	144	241	0.6012269938650306	P08631	reviewed	HCK_HUMAN	Tyrosine-protein kinase HCK (EC 2.7.10.2) (Hematopoietic cell kinase) (Hemopoietic cell kinase) (p59-HCK/p60-HCK) (p59Hck) (p61Hck)	HCK	Homo sapiens (Human)	526	P08631;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
3QWY	5	174	170	170	14	115	0.6	Q9NHC3	reviewed	CED2_CAEEL	Cell death abnormality protein 2 (Cell-corpse engulfment protein CED-2)	ced-2 Y41D4B.13	Caenorhabditis elegans	279	Q9NHC3;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
3QWX	4	174	171	171	14	115	0.5964912280701754	Q9NHC3	reviewed	CED2_CAEEL	Cell death abnormality protein 2 (Cell-corpse engulfment protein CED-2)	ced-2 Y41D4B.13	Caenorhabditis elegans	279	Q9NHC3;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
2C9W	2	198	197	183	48	156	0.5956284153005464	O14508	reviewed	SOCS2_HUMAN	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198	O14508;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
7M6T	2	198	197	183	48	156	0.5956284153005464	O14508	reviewed	SOCS2_HUMAN	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198	O14508;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
5BO4	1	198	198	184	48	156	0.592391304347826	O14508	reviewed	SOCS2_HUMAN	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198	O14508;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
1X27	63	766	704	169	127	224	0.5798816568047337	P06239	reviewed	LCK_HUMAN	Tyrosine-protein kinase Lck (EC 2.7.10.2) (Leukocyte C-terminal Src kinase) (LSK) (Lymphocyte cell-specific protein-tyrosine kinase) (Protein YT16) (Proto-oncogene Lck) (T cell-specific protein-tyrosine kinase) (p56-LCK)	LCK	Homo sapiens (Human)	509	P06239;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
6I4X	-3	198	202	189	48	156	0.5767195767195767	O14508	reviewed	SOCS2_HUMAN	Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2)	SOCS2 CIS2 SSI2 STATI2	Homo sapiens (Human)	198	O14508;	SH2	ECO:0000255|PROSITE-ProRule:PRU00191
